"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"7494",2,1,2,2,2,-1,0,1,1,-1,3
"7495",1,2,2,2,3,0,1,1,-1,-1,2
"7496",2,2,2,3,2,1,1,-1,-1,-1,3
"7497",2,2,3,2,3,1,-1,-1,-1,-1,2
"7498",2,3,2,3,2,-1,-1,-1,-1,-1,1
"7499",3,2,3,2,1,-1,-1,-1,-1,0,2
"7500",2,3,2,1,2,-1,-1,-1,0,0,3
"7501",1,3,2,3,3,0,0,0,1,1,3
"7502",3,2,3,3,3,0,0,1,1,-1,3
"7503",2,3,3,3,3,0,1,1,-1,-1,3
"7504",3,3,3,3,3,1,1,-1,-1,-1,3
"7505",3,3,3,3,3,1,-1,-1,-1,-1,2
"7506",3,3,3,3,2,-1,-1,-1,-1,1,2
"7507",3,3,3,2,2,-1,-1,-1,1,1,2
"7508",3,3,2,2,2,-1,-1,1,1,-1,2
"7509",3,2,2,2,2,-1,1,1,-1,1,3
"7510",2,2,2,2,3,1,1,-1,1,0,3
"7511",2,2,2,3,3,1,-1,1,0,-1,1
"7512",2,2,3,3,1,-1,1,0,-1,0,2
"7513",2,3,3,1,2,1,0,-1,0,1,3
"7514",3,3,1,2,3,0,-1,0,1,-1,2
"7515",3,1,2,3,2,-1,0,1,-1,0,3
"7516",1,2,3,2,3,0,1,-1,0,-1,2
"7517",2,3,2,3,2,1,-1,0,-1,0,3
"7518",3,2,3,2,3,-1,0,-1,0,-1,2
"7519",2,3,2,3,2,0,-1,0,-1,0,3
"7520",3,2,3,2,3,-1,0,-1,0,-1,2
"7521",2,3,2,3,2,0,-1,0,-1,0,1
"7522",3,2,3,2,1,-1,0,-1,0,0,1
"7523",2,3,2,1,1,0,-1,0,0,-1,1
"7524",3,2,1,1,1,-1,0,0,-1,-1,2
"7525",2,1,1,1,2,0,0,-1,-1,0,2
"7526",1,1,1,2,2,0,-1,-1,0,-1,2
"7527",1,1,2,2,2,-1,-1,0,-1,-1,3
"7528",1,2,2,2,3,-1,0,-1,-1,-1,2
"7529",2,2,2,3,2,0,-1,-1,-1,0,3
"7530",2,2,3,2,3,-1,-1,-1,0,-1,1
"7531",2,3,2,3,1,-1,-1,0,-1,-1,2
"7532",3,2,3,1,2,-1,0,-1,-1,-1,3
"7533",2,3,1,2,3,0,-1,-1,-1,-1,1
"7534",3,1,2,3,1,-1,-1,-1,-1,0,3
"7535",1,2,3,1,3,-1,-1,-1,0,-1,2
"7536",2,3,1,3,2,-1,-1,0,-1,0,3
"7537",3,1,3,2,3,-1,0,-1,0,-1,1
"7538",1,3,2,3,1,0,-1,0,-1,0,2
"7539",3,2,3,1,2,-1,0,-1,0,1,3
"7540",2,3,1,2,3,0,-1,0,1,-1,2
"7541",3,1,2,3,2,-1,0,1,-1,-1,3
"7542",1,2,3,2,3,0,1,-1,-1,-1,1
"7543",2,3,2,3,1,1,-1,-1,-1,-1,2
"7544",3,2,3,1,2,-1,-1,-1,-1,-1,1
"7545",2,3,1,2,1,-1,-1,-1,-1,1,3
"7546",3,1,2,1,3,-1,-1,-1,1,-1,2
"7547",1,2,1,3,2,-1,-1,1,-1,-1,3
"7548",2,1,3,2,3,-1,1,-1,-1,-1,2
"7549",1,3,2,3,2,1,-1,-1,-1,1,3
"7550",3,2,3,2,3,-1,-1,-1,1,-1,3
"7551",2,3,2,3,3,-1,-1,1,-1,1,3
"7552",3,2,3,3,3,-1,1,-1,1,-1,3
"7553",2,3,3,3,3,1,-1,1,-1,1,3
"7554",3,3,3,3,3,-1,1,-1,1,-1,3
"7555",3,3,3,3,3,1,-1,1,-1,-1,2
"7556",3,3,3,3,2,-1,1,-1,-1,1,3
"7557",3,3,3,2,3,1,-1,-1,1,-1,2
"7558",3,3,2,3,2,-1,-1,1,-1,0,2
"7559",3,2,3,2,2,-1,1,-1,0,1,2
"7560",2,3,2,2,2,1,-1,0,1,-1,2
"7561",3,2,2,2,2,-1,0,1,-1,-1,2
"7562",2,2,2,2,2,0,1,-1,-1,1,2
"7563",2,2,2,2,2,1,-1,-1,1,1,1
"7564",2,2,2,2,1,-1,-1,1,1,0,1
"7565",2,2,2,1,1,-1,1,1,0,0,1
"7566",2,2,1,1,1,1,1,0,0,-1,1
"7567",2,1,1,1,1,1,0,0,-1,-1,1
"7568",1,1,1,1,1,0,0,-1,-1,-1,3
"7569",1,1,1,1,3,0,-1,-1,-1,1,1
"7570",1,1,1,3,1,-1,-1,-1,1,1,1
"7571",1,1,3,1,1,-1,-1,1,1,0,1
"7572",1,3,1,1,1,-1,1,1,0,-1,1
"7573",3,1,1,1,1,1,1,0,-1,0,1
"7574",1,1,1,1,1,1,0,-1,0,-1,3
"7575",1,1,1,1,3,0,-1,0,-1,1,1
"7576",1,1,1,3,1,-1,0,-1,1,1,1
"7577",1,1,3,1,1,0,-1,1,1,0,1
"7578",1,3,1,1,1,-1,1,1,0,-1,3
"7579",3,1,1,1,3,1,1,0,-1,-1,1
"7580",1,1,1,3,1,1,0,-1,-1,1,2
"7581",1,1,3,1,2,0,-1,-1,1,1,1
"7582",1,3,1,2,1,-1,-1,1,1,-1,2
"7583",3,1,2,1,2,-1,1,1,-1,1,3
"7584",1,2,1,2,3,1,1,-1,1,1,2
"7585",2,1,2,3,2,1,-1,1,1,-1,3
"7586",1,2,3,2,3,-1,1,1,-1,-1,2
"7587",2,3,2,3,2,1,1,-1,-1,0,2
"7588",3,2,3,2,2,1,-1,-1,0,1,2
"7589",2,3,2,2,2,-1,-1,0,1,-1,3
"7590",3,2,2,2,3,-1,0,1,-1,0,2
"7591",2,2,2,3,2,0,1,-1,0,0,2
"7592",2,2,3,2,2,1,-1,0,0,1,2
"7593",2,3,2,2,2,-1,0,0,1,1,3
"7594",3,2,2,2,3,0,0,1,1,-1,2
"7595",2,2,2,3,2,0,1,1,-1,-1,2
"7596",2,2,3,2,2,1,1,-1,-1,1,2
"7597",2,3,2,2,2,1,-1,-1,1,-1,2
"7598",3,2,2,2,2,-1,-1,1,-1,-1,2
"7599",2,2,2,2,2,-1,1,-1,-1,-1,2
"7600",2,2,2,2,2,1,-1,-1,-1,1,2
"7601",2,2,2,2,2,-1,-1,-1,1,1,3
"7602",2,2,2,2,3,-1,-1,1,1,-1,2
"7603",2,2,2,3,2,-1,1,1,-1,-1,3
"7604",2,2,3,2,3,1,1,-1,-1,-1,1
"7605",2,3,2,3,1,1,-1,-1,-1,-1,1
"7606",3,2,3,1,1,-1,-1,-1,-1,1,1
"7607",2,3,1,1,1,-1,-1,-1,1,-1,3
"7608",3,1,1,1,3,-1,-1,1,-1,1,2
"7609",1,1,1,3,2,-1,1,-1,1,-1,3
"7610",1,1,3,2,3,1,-1,1,-1,-1,1
"7611",1,3,2,3,1,-1,1,-1,-1,0,2
"7612",3,2,3,1,2,1,-1,-1,0,1,3
"7613",2,3,1,2,3,-1,-1,0,1,-1,1
"7614",3,1,2,3,1,-1,0,1,-1,1,2
"7615",1,2,3,1,2,0,1,-1,1,-1,1
"7616",2,3,1,2,1,1,-1,1,-1,0,1
"7617",3,1,2,1,1,-1,1,-1,0,0,1
"7618",1,2,1,1,1,1,-1,0,0,-1,3
"7619",2,1,1,1,3,-1,0,0,-1,1,2
"7620",1,1,1,3,2,0,0,-1,1,-1,3
"7621",1,1,3,2,3,0,-1,1,-1,-1,1
"7622",1,3,2,3,1,-1,1,-1,-1,0,2
"7623",3,2,3,1,2,1,-1,-1,0,1,3
"7624",2,3,1,2,3,-1,-1,0,1,-1,1
"7625",3,1,2,3,1,-1,0,1,-1,1,2
"7626",1,2,3,1,2,0,1,-1,1,-1,1
"7627",2,3,1,2,1,1,-1,1,-1,0,1
"7628",3,1,2,1,1,-1,1,-1,0,0,1
"7629",1,2,1,1,1,1,-1,0,0,-1,3
"7630",2,1,1,1,3,-1,0,0,-1,1,2
"7631",1,1,1,3,2,0,0,-1,1,-1,3
"7632",1,1,3,2,3,0,-1,1,-1,-1,2
"7633",1,3,2,3,2,-1,1,-1,-1,1,2
"7634",3,2,3,2,2,1,-1,-1,1,1,3
"7635",2,3,2,2,3,-1,-1,1,1,0,3
"7636",3,2,2,3,3,-1,1,1,0,0,1
"7637",2,2,3,3,1,1,1,0,0,0,3
"7638",2,3,3,1,3,1,0,0,0,-1,2
"7639",3,3,1,3,2,0,0,0,-1,-1,2
"7640",3,1,3,2,2,0,0,-1,-1,1,2
"7641",1,3,2,2,2,0,-1,-1,1,1,3
"7642",3,2,2,2,3,-1,-1,1,1,0,1
"7643",2,2,2,3,1,-1,1,1,0,1,2
"7644",2,2,3,1,2,1,1,0,1,1,3
"7645",2,3,1,2,3,1,0,1,1,-1,1
"7646",3,1,2,3,1,0,1,1,-1,0,3
"7647",1,2,3,1,3,1,1,-1,0,0,2
"7648",2,3,1,3,2,1,-1,0,0,0,3
"7649",3,1,3,2,3,-1,0,0,0,-1,2
"7650",1,3,2,3,2,0,0,0,-1,1,3
"7651",3,2,3,2,3,0,0,-1,1,-1,2
"7652",2,3,2,3,2,0,-1,1,-1,0,3
"7653",3,2,3,2,3,-1,1,-1,0,-1,1
"7654",2,3,2,3,1,1,-1,0,-1,-1,2
"7655",3,2,3,1,2,-1,0,-1,-1,-1,3
"7656",2,3,1,2,3,0,-1,-1,-1,-1,2
"7657",3,1,2,3,2,-1,-1,-1,-1,1,3
"7658",1,2,3,2,3,-1,-1,-1,1,-1,2
"7659",2,3,2,3,2,-1,-1,1,-1,0,2
"7660",3,2,3,2,2,-1,1,-1,0,1,2
"7661",2,3,2,2,2,1,-1,0,1,-1,3
"7662",3,2,2,2,3,-1,0,1,-1,0,2
"7663",2,2,2,3,2,0,1,-1,0,0,1
"7664",2,2,3,2,1,1,-1,0,0,0,1
"7665",2,3,2,1,1,-1,0,0,0,0,1
"7666",3,2,1,1,1,0,0,0,0,-1,3
"7667",2,1,1,1,3,0,0,0,-1,1,2
"7668",1,1,1,3,2,0,0,-1,1,-1,3
"7669",1,1,3,2,3,0,-1,1,-1,-1,2
"7670",1,3,2,3,2,-1,1,-1,-1,1,3
"7671",3,2,3,2,3,1,-1,-1,1,-1,2
"7672",2,3,2,3,2,-1,-1,1,-1,0,2
"7673",3,2,3,2,2,-1,1,-1,0,1,3
"7674",2,3,2,2,3,1,-1,0,1,0,3
"7675",3,2,2,3,3,-1,0,1,0,-1,3
"7676",2,2,3,3,3,0,1,0,-1,-1,1
"7677",2,3,3,3,1,1,0,-1,-1,0,1
"7678",3,3,3,1,1,0,-1,-1,0,0,2
"7679",3,3,1,1,2,-1,-1,0,0,0,3
"7680",3,1,1,2,3,-1,0,0,0,0,3
"7681",1,1,2,3,3,0,0,0,0,-1,2
"7682",1,2,3,3,2,0,0,0,-1,-1,3
"7683",2,3,3,2,3,0,0,-1,-1,-1,2
"7684",3,3,2,3,2,0,-1,-1,-1,0,3
"7685",3,2,3,2,3,-1,-1,-1,0,-1,3
"7686",2,3,2,3,3,-1,-1,0,-1,1,3
"7687",3,2,3,3,3,-1,0,-1,1,-1,2
"7688",2,3,3,3,2,0,-1,1,-1,1,3
"7689",3,3,3,2,3,-1,1,-1,1,-1,2
"7690",3,3,2,3,2,1,-1,1,-1,0,3
"7691",3,2,3,2,3,-1,1,-1,0,-1,3
"7692",2,3,2,3,3,1,-1,0,-1,1,1
"7693",3,2,3,3,1,-1,0,-1,1,0,2
"7694",2,3,3,1,2,0,-1,1,0,0,2
"7695",3,3,1,2,2,-1,1,0,0,1,2
"7696",3,1,2,2,2,1,0,0,1,-1,1
"7697",1,2,2,2,1,0,0,1,-1,0,1
"7698",2,2,2,1,1,0,1,-1,0,0,1
"7699",2,2,1,1,1,1,-1,0,0,-1,1
"7700",2,1,1,1,1,-1,0,0,-1,-1,1
"7701",1,1,1,1,1,0,0,-1,-1,-1,1
"7702",1,1,1,1,1,0,-1,-1,-1,-1,3
"7703",1,1,1,1,3,-1,-1,-1,-1,1,2
"7704",1,1,1,3,2,-1,-1,-1,1,-1,3
"7705",1,1,3,2,3,-1,-1,1,-1,-1,2
"7706",1,3,2,3,2,-1,1,-1,-1,1,2
"7707",3,2,3,2,2,1,-1,-1,1,1,2
"7708",2,3,2,2,2,-1,-1,1,1,-1,3
"7709",3,2,2,2,3,-1,1,1,-1,0,3
"7710",2,2,2,3,3,1,1,-1,0,0,3
"7711",2,2,3,3,3,1,-1,0,0,-1,3
"7712",2,3,3,3,3,-1,0,0,-1,-1,2
"7713",3,3,3,3,2,0,0,-1,-1,1,3
"7714",3,3,3,2,3,0,-1,-1,1,-1,1
"7715",3,3,2,3,1,-1,-1,1,-1,-1,3
"7716",3,2,3,1,3,-1,1,-1,-1,0,3
"7717",2,3,1,3,3,1,-1,-1,0,0,1
"7718",3,1,3,3,1,-1,-1,0,0,0,3
"7719",1,3,3,1,3,-1,0,0,0,-1,1
"7720",3,3,1,3,1,0,0,0,-1,0,3
"7721",3,1,3,1,3,0,0,-1,0,-1,1
"7722",1,3,1,3,1,0,-1,0,-1,-1,3
"7723",3,1,3,1,3,-1,0,-1,-1,-1,2
"7724",1,3,1,3,2,0,-1,-1,-1,1,3
"7725",3,1,3,2,3,-1,-1,-1,1,-1,3
"7726",1,3,2,3,3,-1,-1,1,-1,-1,3
"7727",3,2,3,3,3,-1,1,-1,-1,-1,2
"7728",2,3,3,3,2,1,-1,-1,-1,0,3
"7729",3,3,3,2,3,-1,-1,-1,0,-1,3
"7730",3,3,2,3,3,-1,-1,0,-1,1,3
"7731",3,2,3,3,3,-1,0,-1,1,-1,1
"7732",2,3,3,3,1,0,-1,1,-1,0,1
"7733",3,3,3,1,1,-1,1,-1,0,-1,1
"7734",3,3,1,1,1,1,-1,0,-1,-1,2
"7735",3,1,1,1,2,-1,0,-1,-1,0,1
"7736",1,1,1,2,1,0,-1,-1,0,1,3
"7737",1,1,2,1,3,-1,-1,0,1,-1,2
"7738",1,2,1,3,2,-1,0,1,-1,-1,3
"7739",2,1,3,2,3,0,1,-1,-1,-1,1
"7740",1,3,2,3,1,1,-1,-1,-1,-1,2
"7741",3,2,3,1,2,-1,-1,-1,-1,1,3
"7742",2,3,1,2,3,-1,-1,-1,1,0,3
"7743",3,1,2,3,3,-1,-1,1,0,0,3
"7744",1,2,3,3,3,-1,1,0,0,-1,2
"7745",2,3,3,3,2,1,0,0,-1,0,3
"7746",3,3,3,2,3,0,0,-1,0,-1,1
"7747",3,3,2,3,1,0,-1,0,-1,-1,2
"7748",3,2,3,1,2,-1,0,-1,-1,-1,3
"7749",2,3,1,2,3,0,-1,-1,-1,-1,2
"7750",3,1,2,3,2,-1,-1,-1,-1,1,3
"7751",1,2,3,2,3,-1,-1,-1,1,-1,1
"7752",2,3,2,3,1,-1,-1,1,-1,-1,2
"7753",3,2,3,1,2,-1,1,-1,-1,-1,2
"7754",2,3,1,2,2,1,-1,-1,-1,1,3
"7755",3,1,2,2,3,-1,-1,-1,1,0,2
"7756",1,2,2,3,2,-1,-1,1,0,1,2
"7757",2,2,3,2,2,-1,1,0,1,1,2
"7758",2,3,2,2,2,1,0,1,1,-1,2
"7759",3,2,2,2,2,0,1,1,-1,1,2
"7760",2,2,2,2,2,1,1,-1,1,-1,3
"7761",2,2,2,2,3,1,-1,1,-1,-1,1
"7762",2,2,2,3,1,-1,1,-1,-1,0,1
"7763",2,2,3,1,1,1,-1,-1,0,0,1
"7764",2,3,1,1,1,-1,-1,0,0,-1,1
"7765",3,1,1,1,1,-1,0,0,-1,-1,1
"7766",1,1,1,1,1,0,0,-1,-1,-1,1
"7767",1,1,1,1,1,0,-1,-1,-1,-1,2
"7768",1,1,1,1,2,-1,-1,-1,-1,0,3
"7769",1,1,1,2,3,-1,-1,-1,0,0,2
"7770",1,1,2,3,2,-1,-1,0,0,-1,3
"7771",1,2,3,2,3,-1,0,0,-1,-1,2
"7772",2,3,2,3,2,0,0,-1,-1,0,3
"7773",3,2,3,2,3,0,-1,-1,0,-1,1
"7774",2,3,2,3,1,-1,-1,0,-1,-1,3
"7775",3,2,3,1,3,-1,0,-1,-1,0,2
"7776",2,3,1,3,2,0,-1,-1,0,-1,1
"7777",3,1,3,2,1,-1,-1,0,-1,0,3
"7778",1,3,2,1,3,-1,0,-1,0,-1,2
"7779",3,2,1,3,2,0,-1,0,-1,-1,1
"7780",2,1,3,2,1,-1,0,-1,-1,0,3
"7781",1,3,2,1,3,0,-1,-1,0,-1,2
"7782",3,2,1,3,2,-1,-1,0,-1,-1,1
"7783",2,1,3,2,1,-1,0,-1,-1,0,3
"7784",1,3,2,1,3,0,-1,-1,0,-1,2
"7785",3,2,1,3,2,-1,-1,0,-1,-1,1
"7786",2,1,3,2,1,-1,0,-1,-1,0,3
"7787",1,3,2,1,3,0,-1,-1,0,-1,2
"7788",3,2,1,3,2,-1,-1,0,-1,-1,3
"7789",2,1,3,2,3,-1,0,-1,-1,-1,1
"7790",1,3,2,3,1,0,-1,-1,-1,0,2
"7791",3,2,3,1,2,-1,-1,-1,0,1,3
"7792",2,3,1,2,3,-1,-1,0,1,-1,2
"7793",3,1,2,3,2,-1,0,1,-1,-1,3
"7794",1,2,3,2,3,0,1,-1,-1,-1,1
"7795",2,3,2,3,1,1,-1,-1,-1,-1,2
"7796",3,2,3,1,2,-1,-1,-1,-1,-1,3
"7797",2,3,1,2,3,-1,-1,-1,-1,0,2
"7798",3,1,2,3,2,-1,-1,-1,0,-1,3
"7799",1,2,3,2,3,-1,-1,0,-1,-1,2
"7800",2,3,2,3,2,-1,0,-1,-1,0,1
"7801",3,2,3,2,1,0,-1,-1,0,0,3
"7802",2,3,2,1,3,-1,-1,0,0,1,2
"7803",3,2,1,3,2,-1,0,0,1,-1,1
"7804",2,1,3,2,1,0,0,1,-1,0,2
"7805",1,3,2,1,2,0,1,-1,0,1,1
"7806",3,2,1,2,1,1,-1,0,1,-1,3
"7807",2,1,2,1,3,-1,0,1,-1,1,2
"7808",1,2,1,3,2,0,1,-1,1,-1,3
"7809",2,1,3,2,3,1,-1,1,-1,-1,2
"7810",1,3,2,3,2,-1,1,-1,-1,1,3
"7811",3,2,3,2,3,1,-1,-1,1,-1,3
"7812",2,3,2,3,3,-1,-1,1,-1,1,3
"7813",3,2,3,3,3,-1,1,-1,1,-1,3
"7814",2,3,3,3,3,1,-1,1,-1,1,3
"7815",3,3,3,3,3,-1,1,-1,1,-1,3
"7816",3,3,3,3,3,1,-1,1,-1,-1,3
"7817",3,3,3,3,3,-1,1,-1,-1,-1,3
"7818",3,3,3,3,3,1,-1,-1,-1,-1,3
"7819",3,3,3,3,3,-1,-1,-1,-1,-1,2
"7820",3,3,3,3,2,-1,-1,-1,-1,1,2
"7821",3,3,3,2,2,-1,-1,-1,1,1,2
"7822",3,3,2,2,2,-1,-1,1,1,-1,2
"7823",3,2,2,2,2,-1,1,1,-1,1,2
"7824",2,2,2,2,2,1,1,-1,1,-1,2
"7825",2,2,2,2,2,1,-1,1,-1,1,2
"7826",2,2,2,2,2,-1,1,-1,1,1,2
"7827",2,2,2,2,2,1,-1,1,1,-1,2
"7828",2,2,2,2,2,-1,1,1,-1,1,1
"7829",2,2,2,2,1,1,1,-1,1,0,2
"7830",2,2,2,1,2,1,-1,1,0,1,2
"7831",2,2,1,2,2,-1,1,0,1,0,2
"7832",2,1,2,2,2,1,0,1,0,-1,2
"7833",1,2,2,2,2,0,1,0,-1,1,2
"7834",2,2,2,2,2,1,0,-1,1,1,2
"7835",2,2,2,2,2,0,-1,1,1,1,2
"7836",2,2,2,2,2,-1,1,1,1,1,3
"7837",2,2,2,2,3,1,1,1,1,-1,2
"7838",2,2,2,3,2,1,1,1,-1,-1,3
"7839",2,2,3,2,3,1,1,-1,-1,-1,2
"7840",2,3,2,3,2,1,-1,-1,-1,0,3
"7841",3,2,3,2,3,-1,-1,-1,0,-1,2
"7842",2,3,2,3,2,-1,-1,0,-1,0,1
"7843",3,2,3,2,1,-1,0,-1,0,0,1
"7844",2,3,2,1,1,0,-1,0,0,-1,1
"7845",3,2,1,1,1,-1,0,0,-1,-1,1
"7846",2,1,1,1,1,0,0,-1,-1,-1,1
"7847",1,1,1,1,1,0,-1,-1,-1,-1,1
"7848",1,1,1,1,1,-1,-1,-1,-1,-1,1
"7849",1,1,1,1,1,-1,-1,-1,-1,-1,2
"7850",1,1,1,1,2,-1,-1,-1,-1,0,2
"7851",1,1,1,2,2,-1,-1,-1,0,-1,2
"7852",1,1,2,2,2,-1,-1,0,-1,1,2
"7853",1,2,2,2,2,-1,0,-1,1,1,2
"7854",2,2,2,2,2,0,-1,1,1,-1,2
"7855",2,2,2,2,2,-1,1,1,-1,1,3
"7856",2,2,2,2,3,1,1,-1,1,-1,2
"7857",2,2,2,3,2,1,-1,1,-1,-1,3
"7858",2,2,3,2,3,-1,1,-1,-1,-1,3
"7859",2,3,2,3,3,1,-1,-1,-1,0,3
"7860",3,2,3,3,3,-1,-1,-1,0,-1,3
"7861",2,3,3,3,3,-1,-1,0,-1,1,3
"7862",3,3,3,3,3,-1,0,-1,1,-1,3
"7863",3,3,3,3,3,0,-1,1,-1,-1,3
"7864",3,3,3,3,3,-1,1,-1,-1,-1,3
"7865",3,3,3,3,3,1,-1,-1,-1,-1,2
"7866",3,3,3,3,2,-1,-1,-1,-1,1,3
"7867",3,3,3,2,3,-1,-1,-1,1,-1,2
"7868",3,3,2,3,2,-1,-1,1,-1,0,2
"7869",3,2,3,2,2,-1,1,-1,0,1,2
"7870",2,3,2,2,2,1,-1,0,1,-1,2
"7871",3,2,2,2,2,-1,0,1,-1,-1,2
"7872",2,2,2,2,2,0,1,-1,-1,1,2
"7873",2,2,2,2,2,1,-1,-1,1,1,2
"7874",2,2,2,2,2,-1,-1,1,1,1,2
"7875",2,2,2,2,2,-1,1,1,1,1,3
"7876",2,2,2,2,3,1,1,1,1,-1,2
"7877",2,2,2,3,2,1,1,1,-1,-1,3
"7878",2,2,3,2,3,1,1,-1,-1,-1,1
"7879",2,3,2,3,1,1,-1,-1,-1,-1,2
"7880",3,2,3,1,2,-1,-1,-1,-1,-1,3
"7881",2,3,1,2,3,-1,-1,-1,-1,0,1
"7882",3,1,2,3,1,-1,-1,-1,0,1,2
"7883",1,2,3,1,2,-1,-1,0,1,-1,3
"7884",2,3,1,2,3,-1,0,1,-1,-1,2
"7885",3,1,2,3,2,0,1,-1,-1,1,3
"7886",1,2,3,2,3,1,-1,-1,1,-1,1
"7887",2,3,2,3,1,-1,-1,1,-1,-1,2
"7888",3,2,3,1,2,-1,1,-1,-1,-1,3
"7889",2,3,1,2,3,1,-1,-1,-1,-1,2
"7890",3,1,2,3,2,-1,-1,-1,-1,1,3
"7891",1,1,2,3,2,-1,0,1,1,0,3
"7892",1,2,3,2,3,0,1,1,0,-1,3
"7893",2,3,2,3,3,1,1,0,-1,1,3
"7894",3,2,3,3,3,1,0,-1,1,-1,3
"7895",2,3,3,3,3,0,-1,1,-1,1,3
"7896",3,3,3,3,3,-1,1,-1,1,-1,3
"7897",3,3,3,3,3,1,-1,1,-1,-1,2
"7898",3,3,3,3,2,-1,1,-1,-1,1,3
"7899",3,3,3,2,3,1,-1,-1,1,-1,1
"7900",3,3,2,3,1,-1,-1,1,-1,-1,2
"7901",3,2,3,1,2,-1,1,-1,-1,-1,1
"7902",2,3,1,2,1,1,-1,-1,-1,0,1
"7903",3,1,2,1,1,-1,-1,-1,0,0,1
"7904",1,2,1,1,1,-1,-1,0,0,-1,2
"7905",2,1,1,1,2,-1,0,0,-1,0,2
"7906",1,1,1,2,2,0,0,-1,0,1,2
"7907",1,1,2,2,2,0,-1,0,1,1,3
"7908",1,2,2,2,3,-1,0,1,1,-1,2
"7909",2,2,2,3,2,0,1,1,-1,-1,3
"7910",2,2,3,2,3,1,1,-1,-1,-1,3
"7911",2,3,2,3,3,1,-1,-1,-1,1,3
"7912",3,2,3,3,3,-1,-1,-1,1,-1,2
"7913",2,3,3,3,2,-1,-1,1,-1,0,3
"7914",3,3,3,2,3,-1,1,-1,0,-1,2
"7915",3,3,2,3,2,1,-1,0,-1,0,3
"7916",3,2,3,2,3,-1,0,-1,0,-1,1
"7917",2,3,2,3,1,0,-1,0,-1,-1,2
"7918",3,2,3,1,2,-1,0,-1,-1,-1,3
"7919",2,3,1,2,3,0,-1,-1,-1,-1,2
"7920",3,1,2,3,2,-1,-1,-1,-1,1,3
"7921",1,2,3,2,3,-1,-1,-1,1,-1,2
"7922",2,3,2,3,2,-1,-1,1,-1,0,3
"7923",3,2,3,2,3,-1,1,-1,0,-1,1
"7924",2,3,2,3,1,1,-1,0,-1,-1,1
"7925",3,2,3,1,1,-1,0,-1,-1,1,1
"7926",2,3,1,1,1,0,-1,-1,1,-1,2
"7927",3,1,1,1,2,-1,-1,1,-1,0,1
"7928",1,1,1,2,1,-1,1,-1,0,-1,1
"7929",1,1,2,1,1,1,-1,0,-1,0,1
"7930",1,2,1,1,1,-1,0,-1,0,-1,3
"7931",2,1,1,1,3,0,-1,0,-1,1,2
"7932",1,1,1,3,2,-1,0,-1,1,-1,3
"7933",1,1,3,2,3,0,-1,1,-1,-1,1
"7934",1,3,2,3,1,-1,1,-1,-1,0,2
"7935",3,2,3,1,2,1,-1,-1,0,1,3
"7936",2,3,1,2,3,-1,-1,0,1,-1,2
"7937",3,1,2,3,2,-1,0,1,-1,-1,3
"7938",1,2,3,2,3,0,1,-1,-1,-1,1
"7939",2,3,2,3,1,1,-1,-1,-1,-1,2
"7940",3,2,3,1,2,-1,-1,-1,-1,-1,3
"7941",2,3,1,2,3,-1,-1,-1,-1,0,2
"7942",3,1,2,3,2,-1,-1,-1,0,-1,3
"7943",1,2,3,2,3,-1,-1,0,-1,-1,3
"7944",2,3,2,3,3,-1,0,-1,-1,1,2
"7945",3,2,3,3,2,0,-1,-1,1,1,2
"7946",2,3,3,2,2,-1,-1,1,1,1,2
"7947",3,3,2,2,2,-1,1,1,1,-1,2
"7948",3,2,2,2,2,1,1,1,-1,-1,2
"7949",2,2,2,2,2,1,1,-1,-1,-1,2
"7950",2,2,2,2,2,1,-1,-1,-1,1,1
"7951",2,2,2,2,1,-1,-1,-1,1,0,1
"7952",2,2,2,1,1,-1,-1,1,0,0,1
"7953",2,2,1,1,1,-1,1,0,0,-1,1
"7954",2,1,1,1,1,1,0,0,-1,-1,3
"7955",1,1,1,1,3,0,0,-1,-1,1,2
"7956",1,1,1,3,2,0,-1,-1,1,-1,1
"7957",1,1,3,2,1,-1,-1,1,-1,0,3
"7958",1,3,2,1,3,-1,1,-1,0,-1,2
"7959",3,2,1,3,2,1,-1,0,-1,-1,1
"7960",2,1,3,2,1,-1,0,-1,-1,0,3
"7961",1,3,2,1,3,0,-1,-1,0,-1,2
"7962",3,2,1,3,2,-1,-1,0,-1,-1,3
"7963",2,1,3,2,3,-1,0,-1,-1,-1,1
"7964",1,3,2,3,1,0,-1,-1,-1,0,2
"7965",3,2,3,1,2,-1,-1,-1,0,1,3
"7966",2,3,1,2,3,-1,-1,0,1,-1,1
"7967",3,1,2,3,1,-1,0,1,-1,1,2
"7968",1,2,3,1,2,0,1,-1,1,-1,3
"7969",2,3,1,2,3,1,-1,1,-1,-1,1
"7970",3,1,2,3,1,-1,1,-1,-1,0,2
"7971",1,2,3,1,2,1,-1,-1,0,1,3
"7972",2,3,1,2,3,-1,-1,0,1,-1,2
"7973",3,1,2,3,2,-1,0,1,-1,-1,3
"7974",1,2,3,2,3,0,1,-1,-1,-1,1
"7975",2,3,2,3,1,1,-1,-1,-1,-1,2
"7976",3,2,3,1,2,-1,-1,-1,-1,-1,3
"7977",2,3,1,2,3,-1,-1,-1,-1,0,2
"7978",3,1,2,3,2,-1,-1,-1,0,-1,3
"7979",1,2,3,2,3,-1,-1,0,-1,-1,2
